text,sentiment_real,sentiment_previsto
"@southwestair hi! saw black history month commercial tv &amp; im excited! support month,will grant 1 free trip",positive,positive
@americanair sent,neutral,negative
@americanair review systems notification? website telephone systems place clearly inadequate.,negative,negative
@jetblue great job getting flight 28 10 minutes early. bad we're 50 minutes counting waiting bags.,negative,negative
"@usairways sorry, meant flight 4420, supposed depart 5:00, says 6:30. issue?",negative,negative
@southwestair find way cancelled flight flight 310!!!!!!!,negative,negative
"@usairways @americanair partner w/ different hotel phl, clarion proving difficult &amp; customer friendly",negative,negative
"@americanair @ny_njairports aa1224: 45 mins priority bags arrive, late flight evening plans! delta 20 min bag guarantee anyone? :(",negative,negative
"@southwestair going charge wifi, us solid make sure take length flight open page",negative,negative
@virginamerica cutest salt pepper shaker ever. think guys can't get better do! http://t.co/vc6keulg2j,positive,negative
@jetblue brazil volunteer teaching english &amp; spanish poor children skills improve chances better life.,neutral,negative
@united checking - status claim. going 2 months attention this? upset.,negative,negative
"@jetblue called jb 3 times!everytime, auto vmsg:""your wait time longer 9 mins"" waited longer 18 mins answer!",negative,negative
"@united @perfectomobile admit app good lots useful func (such ""live"" seat map). congrats",positive,negative
@southwestair outline policies scenarios?,neutral,negative
@united company values customer &amp; reading tweets i'm one feels way #lostmybusiness,negative,negative
@jetblue free wifi flt 1254 pbi make 2.5 hr delay? treat us right.,negative,negative
@united i'm rebooked. getting home 4 hours late flightr planned. chances i'll ever see bag again? #unhappytraveler,negative,negative
@americanair fail flight rdu sitting waiting flight attendants. logistics good,negative,negative
@usairways flight delayed 5 hours. reason given. sure love flying airline. #whatajoke,negative,negative
@southwestair way get receipt cancelled flightled portion roundtrip flight? used flight voucher need receipt.,neutral,negative
@americanair trying get home beyond complicated. hard. students split fly aa ever,negative,negative
..... not? “@jetblue: fleet's fleek. http://t.co/udpq0fliqo”,neutral,neutral
@united change airports actually get flight flight fay cancelled flightled twice. $180 taxi ride rdu--reimburse?,negative,negative
@usairways cant get anyone phone help award travel.purchased extra miles 10 minutes late flightr miles needed raised.,negative,negative
@jetblue better this. better passengers. #flight108 jfk pwm.,negative,negative
@jetblue 117 days maybe.,negative,negative
@usairways frustrating still gotten back. bag sent ny mystery! shame time!,negative,negative
@united #orthodoc on-call in-flight! glad service!,positive,negative
"@usairways possible earn dividend miles passenger me, even purchasing tickets?",neutral,negative
@southwestair using social business roadmap develop intelligent path embed social across enterprise #ragandisney,neutral,neutral
@jetblue flight 790 us stuck plane nearly 4 hrs. set take flight control deny us. worst service,negative,negative
@jetblue capital one explained false fraud alert. jet blue representative issue new tkt resolved?,negative,negative
@united. guys made day. treated well. thank you!!!,positive,positive
@jetblue d.c. thinking summer new nantucket service - broadway world http://t.co/ds22ceeenj,neutral,neutral
@united fail cancelled flightled flight frm gjt used reserv home iah (from sea) reflight booking problems w/out permission!! #ph6rps,negative,negative
"@americanair still reply email sent 11th february. even sent email asking acknowledgment that's recieved, nothing",negative,negative
@usairways @americanair staff members looking like two heads. check websites!!! http://t.co/8hh0c63tie,negative,negative
@usairways @americanair hold 8 hours yesterday w/o speaking agent hold w/ 2 phones ~30 mins let bashing begin...,negative,negative
@virginamerica know would amazingly awesome? bos-fll please!!!!!!! want fly you.,positive,positive
@united designed deter people forgetting things provide storage space? article says latter #unfriendlyskies,negative,negative
@southwestair roundtrip ticket need change one leg trip (to nearby airport) - possible via website?,neutral,negative
@united outbound 2 bags 70 lbs bags returning home 1 bag 50 lbs. logic? why? writing machine? human help required,negative,negative
"@southwestair oops, sorry, done,",neutral,negative
@united ua 495 lax den - scheduled land lax @ 7:38 - please rebook denver - best flight,negative,negative
@united notifications yet staff board say accurate departure time.,negative,negative
@virginamerica trying make change advance (not 24 hours prior)…tried online earlier wanted $300 change fees.,negative,negative
@southwestair asshole cut front me. system blows. http://t.co/7ujt8vtcpa,negative,negative
@united 768 sfo bos internet 2015 gives?,negative,negative
@united good. thank you!,positive,positive
@americanair thanks response. know fault... im ord t5 hungry want stop ✈️✌️,negative,negative
@united would never fly united airlines again!,negative,negative
@united thats didnt read entire tweet. wife's 12pm flight delayed 6:30. thats 3 6+ hour flight delays 2 weeks,negative,negative
"@usairways ruined honeymoon causing us miss international flight, stranded.",negative,negative
@jetblue that's weather relate flightd. nice blaming weather. airport prepared. investigation time.,negative,negative
"@usairways suggest failures make huge donation @the_uso charlotte, nc provided great customer service today, unlike you.",negative,positive
@americanair @actingoutmgmnt make sure remember load bags onto plane. cancelled flight flight forget...,negative,negative
@usairways least could make caused. ruining people's memories! ashamed!,negative,negative
"@united...lies lies lies....still sitting gate, moved inch http://t.co/lulgnweffh",negative,negative
@united partners first trip #nyc bought tickets time please seat us next conf# ilc0hp,neutral,negative
@united #firstclass #london way #londonfashionweek #lfw15 👠🇬🇧👠🇬🇧👠🇬🇧,positive,negative
@jetblue gif game strong.,negative,neutral
@united phone hour customer service can't figure out! awesome service... not!,negative,negative
@usairways flight booking problems flight using credit previously cancelled flightled flight. can't get thru phone can't book online. help please.,negative,negative
@usairways service philly unacceptable. look better service✌️ 16 yr old shouldnt hard time http://t.co/wdaktmr7mj,negative,negative
@united showed flight several hours early. tried call &amp; hold 15 min b/f call disconnected.,negative,negative
@united need help. never got tickets. conf #ggqzqd,neutral,negative
"@united 3rd party service known ezee flights. man, confirmed born india, told name steve wilson.",neutral,negative
"@southwestair hey, friends. phone a-list number ivr hangs me. multiple times. sure proceed?",negative,negative
@usairways sent email customer.relations@aa.com. work?,neutral,negative
"@jetblue btw, name samantha everyone flight",positive,negative
@americanair flight veers icy runway @dfwairport. dfw flights cancelled flighted mon http://t.co/q37pown6uv @cowboycerrone figures right?,negative,negative
@southwestair still offer discounts seats children 2? would rather put seat lap!,neutral,negative
@united late flight crew #btv last nite delayed todays flt. miss connection #cun. play hotel tonight #ewr?,negative,negative
.@southwestair needs wheelchair gate sure. options have?,neutral,negative
@jetblue status flight 684 mco lga tomorrow?,neutral,negative
@jetblue @kylejudah spoke baggage claim center gave travel credit responsible cost,negative,negative
@americanair another customer non service you. waited solve problem would miss funeral. suck!,negative,negative
"@united amazing flying 25,000 miles #unitedairlines &amp; alliance last year; still got jilted status! #moneyelsewhere",positive,negative
@united really culture problem. everyone tried work blamed someone else told they're short staffed,negative,negative
